1.B.81	The DUF2490 Putative Beta Barrel Porin (DUF2490) Family
1.B.82	The Chloroplast Trigalactosyldiacylglycerol-4 Porin (TGD4) Family.
1.B.84	The Outer Membrane Porin/Phospholipase A (OMPLA) Family
1.B.85	The Pellicle Polysaccharide Export Porin (PelB) Family
1.B.89	The Gordonia Outer Membrane Porin (GjpA) Family
1.B.9	The FadL Outer Membrane Protein (FadL) Family
1.B.90	The Putative Trichomonas Porin-1 (T-Porin-1) Family
1.B.91	The Putative Trichomonas Porin-2 (T-Porin-2) Family
1.B.92	The Proteobacterial Outer Membrane Porin, NilB (NilB) Family
1.B.93	The MipA-interacting Protein (MipA) Family
1.B.94	The Pro-Pro-Glu Outer Membrane Porin (PPE) Family
1.B.95	 The Outer Membrane Protein YaiO (YaiO) Family
1.B.96	The Chloroplast Outer Envelope Porin 40 (OEP40) Family
1.C.1	The Channel-forming Colicin (Colicin) Family
1.C.10	The Pore-forming Haemolysin E (HlyE) Family
1.C.100	The Thermostable Direct Hemolysin (TDH) Family
1.C.101	The HIV-1 TAT Peptide Translocator (HIV-TAT1) Family
1.C.102	The Cerein (Cerein) Family
1.C.103	The Pore-forming Toxin, TisB (TisB) Family
1.C.104	The Heterokaryon Incompatibility Prion/Amyloid Protein (HET-s) Family
1.C.105	The Bacillus thuringiensis Vegetative Insecticidal Protein-3 (Vip3) Family
1.C.106	The Bacillus thuringiensis Vegetative Insecticidal Protein-2 (Vip2) Family
1.C.107	The Import Subunit A of the Insecticidal Toxin Complex (ITC-A) Family
1.C.108	The Pore-forming Dermcidin (Dermcidin) Family
1.C.109	The Bacterial Hemolysin A (B-Hemolysin A) Family
1.C.11	The Pore-forming RTX Toxin (RTX-toxin) Family
1.C.110	The Pore-forming PNC-27 Peptide of 32 aas from the p53 Tumor Suppressor Protein (PNC-27) Family
1.C.111	The RegIIIγ (RegIIIγ) Family
1.C.112	The Cubozoan Protein Toxin (CPT) Family
1.C.113	The Hemolysin III (Hly III) Family
1.C.114	The Membrane permeabilizing Peptide, Moricin (Moricin) Family
1.C.115	The Membrane-permeabilizing Peptide, Atticin (Atticin) Family
1.C.116	The Membrane-permeabilizing Peptide, Abaecin (Abaecin) Family
1.C.117	The Antibacterial Peptide Lebocin (Lebocin) Family
1.C.118	The Mastoparin Peptide 1 (MPP1) Family
1.C.119	The Aegerolysin (Aegerolysin) Family
1.C.12	The Thiol-activated Cholesterol-dependent Cytolysin (CDC) Family
1.C.120	The Pore-forming Toxic Peptide, DinQ (DinQ) Family
1.C.121	The Soybean Glycinin-derived Pore-forming Peptide (SGPP) Family
1.C.122	The Pore-forming delta-Hemolysin (Hld) Family 
1.C.123	The Pore-forming Gasdermin (Gasdermin) Family
1.C.124	The Antimicrobial Pore-forming Pandinin (Pin) Family
1.C.125	The Pore-forming Stonustoxin (Stonustoxin) Family
1.C.126	The HlyC Haemolysin (HlyC) Family
1.C.127	The Pore-forming Trypanolytic Apolipoprotein A1 Factor (APOL1) Family  
1.C.128	The Pore-forming Major Outer Surface/Sheath Protein (Msp) Family
1.C.129	The ΦX174 Lysis Protein E (ΦX174-E or PhiX174-E) Family
1.C.13	The Channel-forming Leukocidin Cytotoxin (Ctx) Family
1.C.130	The Membrane Potential-dissipating Orphan 10 Toxin, (OrtT) Family
1.C.131	The VasX Toxin (VasX) Family
1.C.132	The TseL Toxin (TseL) Family
1.C.133	The Small Polypeptide Toxin (AapA1) Family
1.C.134	The Small Polypeptide Toxin, IbsC (IbsC) Family
1.C.135	The ShoB Pore-forming Toxin (ShoB) Family
1.C.14	The Cytohemolysin (CHL) Family
1.C.15	The Whipworm Stichosome Porin (WSP) Family
1.C.16	The Magainin (Magainin) Family
1.C.17	The Cecropin (Cecropin) Family
1.C.18	The Melittin (Melittin) Family
1.C.19	The Defensin (Defensin) Family
1.C.2	The Channel-forming δ-Endotoxin Insecticidal Crystal Protein (ICP) Family
1.C.20	The Nisin (Nisin) Family
1.C.21	The Lacticin 481 (Lacticin 481) Family
1.C.22	The Lactococcin A (Lactococcin A) Family
1.C.23	The Lactocin S (Lactocin S) Family
1.C.24	The Pediocin (Pediocin) Family
1.C.25	The Lactococcin G (Lactococcin G) Family
1.C.26	The Lactacin X (Lactacin X) Family
1.C.27	The Divergicin A (Divergicin A) Family
1.C.28	The Bacteriocin AS-48 Cyclic Polypeptide (Bacteriocin AS-48) Family
1.C.29	The Plantaricin EF (Plantaricin EF) Family
1.C.3	The α-Hemolysin Channel-forming Toxin (αHL) Family
1.C.30	The Plantaricin JK (Plantaricin JK) Family
1.C.31	The Channel-forming Colicin V (Colicin V) Family
1.C.32	The Amphipathic Peptide Mastoparan (Mastoparan) Family
1.C.33	The Cathelicidin (Cathelicidin) Family
1.C.34	The Tachyplesin (Tachyplesin) Family
1.C.35	The Amoebapore (Amoebapore) Family
1.C.36	The Bacterial Type III-Target Cell Pore (IIITCP) Family
1.C.37	The Lactococcin 972 (Lactococcin 972) Family
1.C.38	The Pore-forming Equinatoxin (Equinatoxin) Family
1.C.39	The Membrane Attack Complex/Perforin (MACPF) Family
1.C.4	The Aerolysin Channel-forming Toxin (Aerolysin) Family
1.C.40	The Bactericidal Permeability Increasing Protein (BPIP) Family
1.C.41	The Tripartite Haemolysin BL (HBL) Family
1.C.42	The Channel-forming Bacillus anthracis Protective Antigen (BAPA) Family
1.C.43	The Earthworm Lysenin Toxin (Lysenin) Family
1.C.44	The Plant Thionine (PT) Family
1.C.45	The Plant Defensin (Plant Defensin) Family
1.C.46	The C-type Natriuretic Peptide (CNP) Family
1.C.47	The Insect/Fungal Defensin (Insect/Fungal Defensin) Family
1.C.48	The Prion Peptide (PrP) Family
1.C.49	The Cytotoxic Amylin (Amylin) Family
1.C.5	The Channel-forming ε-toxin (ε-toxin) Family
1.C.50	The Amyloid β-Protein Peptide (AβPP) Family
1.C.51	The Pilosulin (Pilosulin) Family
1.C.52	The Dermaseptin (Dermaseptin) Family
1.C.53	The Lactocyclicin Q (Lactocyclicin Q) Family
1.C.54	The Shiga Toxin B-Chain (ST-B) Family
1.C.55	The Agrobacterial VirE2 Target Host Cell Membrane Anion Channel (VirE2) Family
1.C.56	The Pseudomonas syringae HrpZ Target Host Cell Membrane Cation Channel (HrpZ) Family
1.C.57	The Clostridial Cytotoxin (CCT) Family
1.C.58	The Microcin E492/C24 (Microcin E492) Family
1.C.59	The Clostridium perfringens Enterotoxin (CPE) Family
1.C.6	The Yeast Killer Toxin K1 (YKT-K1) Family
1.C.60	The Two-component Enterococcus faecalis Cytolysin (EFC) Family
1.C.61	The Streptococcus pyogenes Streptolysin S (Streptolysin S) Family
1.C.62	The Pseudopleuronectes americanus (flounder) Pleurocidin (Pleurocidin) Family
1.C.63	The α-Latrotoxin (Latrotoxin) Family
1.C.64	The Fst Toxin (Fst) Family
1.C.65	The Type III Secretion System Plant Host Cell Membrane Pore-forming HrpF (HrpF) Family
1.C.66	The Puroindoline (Puroindoline) Family
1.C.67	The SphH Hemolysin (SphH) Family
1.C.68	The Channel-forming Oxyopinin Peptide (Oxyopinin) Family
1.C.69	The Clostridium perfringens Beta-2 Toxin (Beta-2) Family
1.C.7	The Diphtheria Toxin (DT) Family
1.C.70	The Streptococcal Pore-forming CAMP Factor (CAMP-F) Family
1.C.71	The Cytolytic Delta Endotoxin (Cyt1/2) Family
1.C.72	The Pertussis Toxin (PTX) Family
1.C.73	The Pseudomonas Exotoxin A (P-ExoA) Family
1.C.74	The Snake Cytotoxin (SCT) Family
1.C.75	The Bacterial-type Pore-forming Toxin (B-PFT) Family
1.C.76	The Pore-forming Maculatin Peptide (Maculatin) Family
1.C.77	The Synuclein (Synuclein) Family
1.C.78	The Crystal Protein (Cry) Family
1.C.79	The Channel-forming Histatin Antimicrobial Peptide (Histatin) Family
1.C.8	The Botulinum and Tetanus Toxin (BTT) Family
1.C.80	The Cytotoxic Major Fimbrial Subunit (MrxA) Family
1.C.81	The Arenicin (Arenicin) Family 
1.C.82	The Pore-forming Amphipathic Helical Peptide HP(2-20) (HP2-20) Family
1.C.83	The Gassericin (Gassericin) Family
1.C.84	The Subtilosin (Subtilosin) Family
1.C.85	The Pore-Forming β-Defensin (β-Defensin) Family
1.C.86	The Pore-forming Trialysin (Trialysin) Family
1.C.87	The Channel-forming Vibrio Type III Secretion Effector, VopQ (VopQ) Family
1.C.88	The Chrysophsin (Chrysophsin) Family
1.C.89	The Dynorphin Channel-forming Neuropeptide (Dynorphin) Family
1.C.9	The Vacuolating Cytotoxin (VacA) Family
1.C.90	The Carnocyclin A (Carnocyclin) Family
1.C.91	The Stefin B Pore-forming Protein (Stefin B) Family
1.C.92	The Pentraxin (Pentraxin) Family
1.C.93	The Lacticin Q (Lacticin Q) Family
1.C.94	The Thuricin (Thuricin) Family
1.C.95	The Pore-forming ESAT-6 Protein  (ESAT-6) Family
1.C.96	The Haemolytic Lectin, CEL-III (CEL-III) Family
1.C.97	The Pleurotolysin Pore-forming (Pleurotolysin) Family
1.C.98	The Cytolethal Distending Toxin (CDT) Family
1.C.99	The Pore-forming Corona Viral Orf8a (Sars8a) Family
1.D.1	The Gramicidin A (Gramicidin A) Channel Family
1.D.10	The Ceramide-forming Channel (Ceramide) Family
1.D.100	The Leucine (L)-Lysine (K) Synthetic Peptide Channel-forming (LK-SPC) Family
1.D.101	The Ligand-gated Pi-stacked Synthetic Ion Channel (LP-SIC) Family
1.D.102	The Monopeptide-based Artificial Anion Channel (MP-AAC) Family
1.D.103	The Synthetic Pillararene-based Unimolecular Tubular Channel (PUC) Family
1.D.104	The Metal-Induced Synthetic Beta Barrel Porin (MISBB) Family
1.D.106	The Synthetic Self-assembly Hydrophobic Aromatic Pore-forming (SSHAP) Family
1.D.107	The Putative Broad-spectrum Antimicrobial Peptide, HJH-1 (HJH-1) Familly
1.D.108	The Conductive Copper Hollow Fiber (Cu-HF) Family
1.D.109	The Lipid-Peptide Toroidal Pore (LPTP) Family
1.D.11	The Cyclic Lipopeptide Surfactin (Surfactin) Family
1.D.110	The Pnictogen-bonded Compound Channel (PBCC) Family
1.D.111	The Pore-forming Calix[6]arene (CX6) Family
1.D.112	The Carbon-Nitride Nanotube Membrane (CN-NT) Family
1.D.113	The Synthetic Channel-forming (LSSLLSL)3-CONH2 Peptide (LS21) Family
1.D.114	The Pore-forming and Na+ Channel-interacting Ladder-shaped Polyether (LPE) Family
1.D.115	The Pore-forming Fengycin (Fengycin) Family
1.D.116	The Soft-Matter Nanotube (SMNT) Family
1.D.117	The Pore-forming Synthetic KIA Peptide (KIA) Family
1.D.118	The Pore-forming B18 Peptide derived from the B49Mod1 Protein (B49-B18) Family
1.D.119	The Conical Gold Nanotube (CGNT) Family
1.D.12	The Beauvericin (Beauvericin) Family
1.D.120	The Transmembrane Bis-cholic Acid Derivative (BCAD) Family
1.D.121	The Amphiphilic Dendritic Dipeptide Helical Pore-forming (AKKP) Family
1.D.122	The TRP-PK1 Channel, derived from the 4th TMS of TRPV4 (TRP-PK1) Family 
1.D.123	The Ganoderma Triterpenoid (GT) Family
1.D.124	The Cell-Permeable Myristoylated Synthetic Peptide, TMEM39AS41 (TMEM39AS41) Family
1.D.125	The Ligand-gated Ion-Channel Mimetic Nanopore Membrane with an On-Board Transmembrane Microbattery (LG-NP) Family.
1.D.126	The Cyclic Gamma-Peptide Water Channel (gamma-CP) Family
1.D.127	The Aromatic Helical Polymer Nanochannel (ArHP-NC) Family
1.D.128	The Pore-supported Lipid Membrane (PsLM) Family
1.D.129	The Biomimetic Charged Nanocone (BMCNC) Family
1.D.13	The DNA-delivery Amphipathic Peptide Antibiotics (DAPA)
1.D.130	The Permeable Temperature-sensitive Microcapsule (PTMC) Family
1.D.131	The Peptide Pore-forming Anion Channel (PPAC) Family
1.D.132	The Synthetic DNA/alpha-Hemolysin Pore (DNA-HL) Family
1.D.133	The Temporizin (TPZ) Family
1.D.134	The Anti-Fungal Pore-forming Peptide (Bac8c) Family
1.D.135	The Synthetic Anisotropic Ligand-responsive NanoPore (SAL-NP) Family
1.D.136	The Lipid Sponge Droplet Nanopore (LSD-NP) Family
1.D.137	The 5-HT3 (Serotonin) Receptor Nanopore (SR-NP) Family
1.D.138	The GALA Synthetic Peptide (GALA) Family
1.D.139	The Computationally Designed Transmembrane Protein Pore (CD-TMPP) Family
1.D.14	The Synthetic Leu/Ser Amphipathic Channel-forming Peptide (L/S-SCP) Family
1.D.140	The Light-sensitive Supramolecular Anion Channel (L-SMAC) Family
1.D.141	The Itraconazole/DMSO Pore-forming Complex (It/DM-P) Family
1.D.142	The Aminoimidazole Amphiphile Channel (AIAC) Family
1.D.143	The Hexameric Cyclic Helicate/(Fe(II))5-coordinated Pentafoil Knot (CHPK) Family
1.D.144	The Synthetic Mycobacterium-specific Pore-forming Disruption 1 Peptide (MAD1) Family
1.D.145	The TiO2 Nanochannel (TiO2-NC) Family
1.D.146	The Halogen-bond-mediated Artificial Chloride Channel (HACC) Family
1.D.147	The Two-dimensional Metalic Nanofluidic Molybdenum disulfide, MoS2 Membrane (MoS2M) Family
1.D.148	The Synthetic Ion Channel Formed by Multiblock Amphiphile with Anisotropic Dual-Stimuli-Responsiveness (ChMAAR) Family.
1.D.149	The Rosette Nanotube Porin (RosNT) Family
1.D.15	The Daptomycin (Daptomycin) Family
1.D.150	The Synthetic Transmembrane Pore-forming Beta-Barrel Protein (PBBP) Family
1.D.151	The Aromatic Amphipathic Alpha-helical Peptide-Ion Channel (AAAP-IC) Family
1.D.152	The Dihydrazide/Dialdehyde Anion Nanochannel (DDA-NC) Familly
1.D.153	The Hetero-Oligomeric Peptidic Synthetic 3-in-1 Transporter (HOP-3in1T) Family
1.D.154	The Toroidal Type Ion Pore-forming Thiocolchicoside (TCC) Family
1.D.155	The Toroidal Type Ion Pore-forming Taxol (Taxol) Family
1.D.156	The Alpha-Aminoxy Acid Channel (AAAC) Family
1.D.157	The Phospholipid Bilayer Water Pore (WaterP) Family
1.D.158	The alpha-Helical Barrel, Cation-selective Pore (HBCP) Family
1.D.159	The Fluorescent Barrel-Rosette M+/Cl- Channel (FBR-Ch) Family
1.D.16	The Synthetic Amphipathic Pore-forming Heptapeptide (SAPH) Family
